conference_id,conference_name,publication_id,publication_title,publication_date,doi
1297,test,11420,Прогнозирование эффективности сотрудничества стран БРИКС в сфере авиастроения (на примере проекта российско-китайского широкофюзеляжного самолета),2015-01-01,
2001,test,11419,Порядково-инвариантная паттерн-кластеризация: свойства и сравнение с известными методами кластерного анализа,2016-01-01,
2462,test,11416,Системы управления внутрибаковыми процессами семейства  РН "Ангара, построенного по модульной схеме,2016-01-01,
2462,test,11415,Анализ работы систем управления расходованием топлива моноблочных жидкостных ракет-носителей при лётно-конструкторских испытаниях,2016-01-01,
2462,test,11414,Анализ принципиальных положений в проблеме создания безопасных технических систем,2016-01-01,
4445,test,11413,Experimental Gaming Analysis of ADMM Dynamic Distributed Optimization Algorithm,2016-01-01,10.1016/j.ifacol.2016.07.697
3722,test,11408,РЕФЛЕКСИВНЫЙ АНАЛИЗ РЕШЕНИЙ ПРИ УПРАВЛЕНИИ НЕМАТЕРИАЛЬНЫМИ АКТИВАМИ ПРЕДПРИЯТИЯ,2016-01-01,
2462,test,11407,Методология вывода из эксплуатации расходомерных контуров боковых блоков РН "Союз-2",2016-01-01,
3147,test,11404,The cognitive approach to the problem of identification validity in cognitive mapping,2016-01-01,10.1016/j.ifacol.2016.07.737
1674,test,11397,Интерпретация и анализ традиционных общих схем идентификации как нормативных моделей поведения разработчиков в реальной идентификации на предпроектных стадиях создания САУ,2016-01-01,
1674,test,11396,О процедуре многокритериального выбора варианта (структуры) объекта на основе дескриптивного логико-математического подхода,2016-01-01,
1432,test,11393,ИСПОЛЬЗОВАНИЕ МЕХАНИЗМА ШТРАФОВ ПРИ РАСПРЕДЕЛЕНИИ РЕСУРСА МЕТОДОМ «ЗАТРАТЫ - ЭФФЕКТ»,2016-01-01,
1397,test,11392,О расчете нормированной влиятельности пользователей онлайновой социальной сети в соответствии с акциональной моделью,2016-01-01,
2462,test,11307,О некоторых задачах безопасности в многоагентных информационных системах,2016-01-01,
3722,test,11390,РАЗВИТИЕ АВИАЦИОННО-КОСМИЧЕСКОГО ОРГАНИЗАЦИОННО-ТЕХНИЧЕСКОГО КОМПЛЕКСА,2016-01-01,
4090,test,11389,АВТОМАТИЗАЦИЯ АТОМНЫХ ЭЛЕКТРОСТАНЦИЙ - ОПЫТ ИПУ РАН,2014-01-01,
1432,test,11383,Об информационной технологии построения, анализа и верификации когнитивных карт «ПАВК-51»,2016-01-01,
1432,test,11382,Развитие технологии когнитивного моделирования на основе системы Strice-M,2016-01-01,
1432,test,11381,Когнитивный подход к проблеме достоверности идентификации в когнитивном моделировании,2016-01-01,
1432,test,11380,Об одном эксперименте по источникам ошибок в когнитивных картах,2016-01-01,
3722,test,11377,ИНФОРМАЦИОННО-АНАЛИТИЧЕСКАЯ СИСТЕМА  МОНИТОРИНГА РЕАЛИЗАЦИИ ФЕДЕРАЛЬНЫХ ЦЕЛЕВЫХ ПРОГРАММ,2016-01-01,
1432,test,11375,Эффекты линейной логики в активных системах.,2016-01-01,
1595,test,11372,СПОСОБЫ ПОСТРОЕНИЯ ОПОРНОЙ СЕТИ МИЛЛИМЕТРОВОГО E-ДИАПАЗОНА ДЛЯ СЕТЕЙ 5G,2016-01-01,
1575,test,11371,РАЗРАБОТКА МЕТОДОВ ПРОЕКТИРОВАНИЯ И АППАРАТНО-ПРОГРАММНЫХ СРЕДСТВ УДАЛЕННОГО ЭНЕРГООБЕСПЕЧЕНИЯ ПРИВЯЗНЫХ ВОЗДУШНЫХ ТЕЛЕКОММУНИ- КАЦИОННЫХ ПЛАТФОРМ И ГЛУБОКОВОДНЫХ РОБОТОВ,2016-01-01,
2418,test,11370,Diagnostic graphs for distributed radio direction finding system,2016-01-01,
2418,test,11369,Optimal control of M(t)/M/K queues with homogeneous and heterogeneous servers,2016-01-01,
1674,test,11368,Совершенствование тренажерных комплексов различного назначения посредством реализации интеграционных компонентов виртуальной семантической среды,2016-01-01,
3722,test,11367,Разработка предложений по системной интеграции задач в единой технологии мониторинга чрезвычайных ситуаций,2016-01-01,
2418,test,11366,Стационарные характеристики ненадежной системы массового обслуживания с марковским потоком и резервным прибором,2016-01-01,
3986,test,11365,Millimeter Accuracy of RTK Positioning Employing Helix Antennas with Cutoff Patterns,2016-01-01,
2462,test,11364,Сетевая служба безопасной обработки информационных запросов,2016-01-01,
1432,test,11363,Моделирование графов социальных сетей большого размера,2016-01-01,
3950,test,11320,Models of latent consensus in directed networks,2016-01-01,
3722,test,11356,ОПТИМИЗАЦИЯ СЕО-АНАЛИЗА НА БАЗЕ МЕТРИКИ ЦЕННОСТИ КОНТЕНТА РАЗДЕЛА «ПОМОЩЬ В ВЫБОРЕ»,2016-01-01,
2418,test,11355,Accelerated regenerative simulation of degradation process in the system with gradual and sudden failures,2016-01-01,
1674,test,11354,Анимационные модели системы управления беспилотным летательным аппаратом,2016-01-01,
2418,test,11353,Оптимизация расписания передачи данных в опорных сетях 5G миллиметрового диапазона под управлением схемы STDMA,2016-01-01,
2418,test,11352,Анализ чувствительности характеристик надёжности модели дублированной системы передачи данных к виду распределений времени безотказной работы и ремонта её элементов,2016-01-01,
4160,test,11350,Перспективный аэромобильный комплекс: прорывные технологии смешанных робототехнических группировок для спасения и пожаротушения в высотных зданиях,2016-01-01,
4160,test,11349,О развитии автономных систем различного назначения: имитозащита, системная интеграция и интеллектное управление (введение),2016-01-01,
1178,test,11291,Реализация привязки поездов на нитки вариантного графика с помощью решения задачи о назначениях,2015-01-01,
1178,test,11290,Планирование и прогноз содержания тягового подвижного состава для обеспечения перевозочного процесса,2015-01-01,
176,test,11342,Непараметрическая оценка экономической волатильности,2015-01-01,
1259,test,11338,Динамические графы и их некоторые свойства,2016-01-01,10.1134/S0005117916110023
2464,test,11337,Методы интеллектуального анализа квазипериодических биосигналов в задачах оценки состояния человека-оператора,2016-01-01,
2464,test,11336,Методы построения хорошо интерпретируемых классификаций,2016-01-01,
1459,test,11335,Методы регуляции многоагентных систем для образовательной среды и ранжирования web-страниц,2016-01-01,
906,test,11334,Влияние оптимального порога голосования группы на благосостояние общества при голосовании в стохастической среде,2017-01-01,
1460,test,11333,Об оптимальности комбинированных стратегий при голосовании в стохастической среде,2017-01-01,
906,test,11332,О поддержке альтруистичных агентов при голосовании в стохастической среде,2017-01-01,
3152,test,11331,On the Optimal Voting Quota in a Stochastic Environment,2016-01-01,
3302,test,11327,Logarithmic proximity measures outperform plain ones in graph nodes clustering,2016-01-01,
1416,test,11325,АСПЕКТЫ ПРОВЕДЕНИЯ ИССЛЕДОВАНИЙ И ПРОВЕРОК ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ НА ПРЕДМЕТ ОТСУТСТВИЯ НЕРЕГЛАМЕНТИРОВАННЫХ ВОЗМОЖНОСТЕЙ,2016-01-01,
3153,test,11324,Use of Specialized Research Stand for Checking Control Algorithms of Motion Automatic Control System (MACS) for Hydrofoil Ship,2016-01-01,
1432,test,11323,Задачи структурного анализа архитектуры предприятия.,2016-01-01,
1463,test,11318,Оптимальный порог голосования группы как способ обойти парадокс «ямы ущерба» при голосовании в стохастической среде,2016-01-01,
1464,test,11317,Об оптимальном пороге голосования группы при голосовании в стохастической среде,2015-01-01,
4113,test,11316,Подсистема количественной и качественной оценки психофизиологического состояния оператора (летчика) в процессе выполнения ответственных этапов пилотирования,2015-01-01,
2462,test,11315,О связи между задачей консенсуса при несвязном орграфе коммуникаций и ранжированием страниц в Интернете,2015-01-01,
3155,test,11314,Исследование эффективности графовых метрик при решении задач классификации на стохастических сетях,2016-01-01,
1465,test,11311,Эгоизм, коллективизм и альтруизм в социальной динамике, определяемой голосованием,2015-01-01,
4090,test,11310,О методе проекции для непрерывной модели консенсуса,2014-01-01,
4445,test,11309,Gaming Experiments for Analysis of Pricing Mechanisms at Electricity Markets,2016-01-01,10.1016/j.ifacol.2016.12.182
4445,test,11308,Bayesian Learning of Consumer Preferences for Residential Demand Response,2016-01-01,10.1016/j.ifacol.2016.12.184
2263,test,11306,Вычислительная сложность правил коллективного выбора и манипулирования,2016-01-01,
4090,test,11305,О МАКСИМАЛЬНОЙ МНИМОЙ ЧАСТИ СОБСТВЕННЫХ ЗНАЧЕНИЙ НОРМИРОВАННОЙ ЛАПЛАСОВСКОЙ МАТРИЦЫ ЧЕТНОГО ПОРЯДКА,2014-01-01,
4445,test,11300,Application of System Identification Techniques to Revealing Professional Skills of Teams of Human-Operators,2016-01-01,10.1016/j.ifacol.2016.12.198
3951,test,11298,Differential forms on singular varieties,2016-01-01,
3951,test,11297,Differential forms on singular varieties: applications,2016-01-01,
3722,test,11296,КОНЦЕПЦИЯ СИСТЕМЫ УПРАВЛЕНИЯ БЕЗОПАСНОСТЬЮ НА ТРАНСПОРТЕ,2016-01-01,
2263,test,11294,Анализ эффективности портфелей негосударственных пенсионных фондов и паевых инвестиционных фондов в Российской Федерации,2016-01-01,
1469,test,11293,Решение задачи покрытия пространства сетью автономных мобильных абонентов,2016-01-01,
2462,test,11288,О диагностировании неисправных компонентов цифровых систем со структурой минимального квазиполного графа (на примере графа размера 13х13),2016-01-01,
1469,test,11282,Экстремальные задачи на динамических графах и их некоторые инженерные приложения,2016-01-01,
1475,test,11281,Применение SVO алгоритма для решения задач поиска людей при помощи SWARM группы мультироторов,2016-01-01,
3722,test,11279,Управление измерительной системой с разночастотными датчиками в условиях ограничений,2016-01-01,
2462,test,11278,Метод извлечения фрагментов однородной бинарной сети в задаче оценки целостности сложной системы,2016-01-01,
3722,test,11276,Формирование процедуры объективизации экспертной кластеризации слабо формализуемых  объектов,2016-01-01,
3722,test,11275,Разработка методов и средств повышения эффективности систем мониторинга и управления сложными динамическими объектами,2016-01-01,
3722,test,11274,ТИПОЛОГИЯ СТРАТЕГИЙ ПОИСКОВОГО ПРОДВИЖЕНИЯ КАК ОСНОВАНИЕ ДЛЯ ДОЛГОСРОЧНОГО SEO-МОНИТОРИНГА,2016-01-01,
3722,test,11273,Оценка точности усеченного описания ситуаций с учетом комплексирования,2016-01-01,
3722,test,11272,Диагностика артериальной гипертензии у детей и подростков на основе анализа параметров пульсового сигнала лучевой артерии,2016-01-01,
1919,test,11271,Системная интеграция и ускоренное макетирование смешанной робото­технической группировки на предпроектной стадии жизненного цикла,2016-01-01,
1919,test,11270,Особенности формирования единой технологии летательного аппарата с учётом положений Режима контроля за ракетной технологией,2016-01-01,
2001,test,11269,К обсуждению тенденций развития автономных систем различного назначения. Дополнение,2016-01-01,
2001,test,11268,К обсуждению тенденций развития автономных систем различного назначения,2016-01-01,
1919,test,11267,Приложение инструментально-моделирующего комплекса исследования процессов управления в разноплановых примерах субвокального распознавания и морфинга,2016-01-01,
1919,test,11266,Инструментально-моделирующий комплекс исследования процессов управления как компонент виртуальной семантической среды,2016-01-01,
1919,test,11265,Совершенствование тренажерных комплексов различного назначения посредством реализации интеграционных компонентов виртуальной семантической среды,2016-01-01,
1391,test,11264,Развитие виртуальной семантической среды посредством интеграции компонентов тренажерных комплексов различного назначения,2016-01-01,
1391,test,11263,Пертинентные информационные потоки и стратегия «Балансирование на грани» в оценках масштаба теневой банковской деятельности,2016-01-01,
1432,test,11262,Равновесие в активной системе присогласованных механизмах,2016-01-01,
1432,test,11261,Согласованное управление в многовариантных организационных сетевых структурах,2016-01-01,
3953,test,11259,Machine intelligence in engineering of axiomatic systems,2016-01-01,
1480,test,11256,ПРИНЦИПЫ КАТАЛОГИЗАЦИИ УСЛУГ КРУПНОМАСШТАБНОЙ ОРГАНИЗАЦИИ,2016-01-01,
1480,test,11255,МЕТОДИКА КАТАЛОГИЗАЦИИ УСЛУГ КОМПАНИИ,2016-01-01,
1480,test,11254,КЛИЕНТООРИЕНТИРОВАННОСТЬ И КАТАЛОГИЗАЦИЯ УСЛУГ В УПРАВЛЕНИИ КРУПНОМАСШТАБНОЙ ОРГАНИЗАЦИЕЙ,2016-01-01,
2411,test,11252,Современные подходы к исследованию устойчивости динамических систем с логическими регуляторами,2016-01-01,
4114,test,11216,Задача мониторинга и покрытия связных пространств,2015-01-01,
1432,test,11248,ОЦЕНКИ КОНКУРЕНЦИИ НА РЫНКЕ ПРЕДОСТАВЛЕНИЯ ГРУЗОВЫХ ВАГОНОВ,2016-01-01,
4445,test,11244,Adding Informational Beliefs to the Players Strategic Thinking Model,2016-01-01,10.1016/j.ifacol.2016.12.183
1482,test,11241,Теоретико-графовая модель распространения эпидемий на предфрактальном графе с полной затравкой,2016-01-01,
1460,test,11238,Influence of the optimal group voting threshold on social wealth in stochastic environment,2017-01-01,
1483,test,11236,Устройство для определения содержания спирта и сахара при производстве вина,2014-01-01,
1483,test,11235,Методы регулирования радиального распределения температуры в цилиндрическом резервуате с виноматериалом,2014-01-01,
1484,test,11234,Критерий переключения параметрической идентификации на управление для обеспечения энергосбережения,2015-01-01,
853,test,11233,Методы инвариантной радиоволновой концентратометрии в пищевой промышленности,2013-01-01,
1485,test,11231,Интерпретация как научный метод и базовая процедура познания,2016-01-01,
1486,test,11230,Репрезентация как способ представления объекта в научном знании,2016-01-01,
2001,test,11229,Особенности сходимости метода последовательного линейного программирования для задач оптимального планирования.,2016-01-01,
3722,test,11228,Разработка предложений по созданию единых технологий с перспективными источниками энергии в космической отрасли,2016-01-01,
3722,test,11227,Разработка предложений по системной интеграции задач в единой технологии мониторинга чрезвычайных ситуаций,2016-01-01,
4445,test,11225,Stability Investigation of Difference Schemes for Gas Dynamics Equations,2016-01-01,http://dx.doi.org/10.1016/j.ifacol.2016.07.632
2474,test,11223,Алгоритм классификации с функциональными признаками (мультисенсорный подход),2016-01-01,
967,test,11221,Применение методов динамической теории графов для конструирования командно-информационного взаимодействия,2014-01-01,
1488,test,11219,Применение методов динамической теории графов для разработки алгоритмов самоорганизации абонентов в сетевых системах,2014-01-01,
1011,test,11218,Алгоритмическая самоорганизация и моделирование поведения децентрализованных сетевых систем,2014-01-01,
3722,test,11212,XML-документооборот: основные задачи и методы их решения,2009-01-01,
3995,test,11210,Uncertain programming in preliminary design of technical systems with uncertain parameters,2017-01-01,10.1016/j.procs.2017.01.007
3722,test,11209,Исследование потоков заданий на актуализацию информационной базы верхнего уровня АСУТП АЭС,2016-01-01,
3722,test,11208,Задача расчета линейной огибающей в «Network calculus»,2016-01-01,
3158,test,11203,Development and Updating of 3D GIS by Using Aerial Photography Systems,2017-01-01,http://dx.doi.org/10.1051/matecconf/20179903010 
2059,test,11201,Методы формирования маршрутов движения грузов в железнодорожных сетях,2016-01-01,
1397,test,11200,Резонансное взаимодействие надтепловых ионов с ионно-циклотронными волнами, генерируемыми молниевыми разрядами,2016-01-01,
1490,test,11199,Влияние неоднородности магнитного поля на эволюцию электронных дырок.,2017-01-01,
1365,test,11193,Групповая классификация уравнения теплопроводности и точные решения уравнения Грэда-Шафранова,2016-01-01,
2710,test,11192,Симметрии и точные решения уравнения Грэда-Шафранова,2016-01-01,
1362,test,11191,Ячеечная модель мембраны глобулярной структуры с учетом переменной вязкости в пористом слое структурного зерна,2016-01-01,
3722,test,11187,Разработка алгоритмов посредством программного комплекса «Эврика»,2016-01-01,
3189,test,11186,Synthesis, stability analysis and computer research of nondeterministic models of population dynamics,2016-01-01,
1492,test,11182,Модель планового распределения аквизиционных расходов по страховым продуктам с учетом страховых выплат, адаптированная к методике расчета тарифных ставок,2016-01-01,
1432,test,11181,Построение дифференцированной компромиссной системы оплаты труда,2016-01-01,
4445,test,11180,Control Mechanisms for Organizational-Technical Systems: Problems of Integration and Decomposition,2016-01-01,10.1016/j.ifacol.2016.12.180
2499,test,11179,Нейро-нечеткое моделирование в управлении пассажироперевозками,2013-01-01,
2499,test,11178,Использование релаксационных алгоритмов для оценки параметров в нейро-нечетких моделях,2013-01-01,
1495,test,11176,ПРОЦЕДУРА ДИНАМИЧЕСКОГО ПРИНЯТИЯ РЕШЕНИЙ И ЕЁ СОЦИАЛЬНО - ФИЛОСОФСКОЕ ЗНАЧЕНИЕ,2017-01-01,
3161,test,11156,Bilinear Control Systems: Robust Quadratic Stabilization,2016-01-01,
1495,test,11175,ФУНКЦИОНАЛЬНАЯ НАДЕЖНОСТЬ КАК ФОРМА ЭФФЕКТИВНОСТИ УПРАВЛЕНИЯ В СИСТМЕ ОБЪЕДИНЕННОГО БИРЖЕВОГО РЫНКА ЭНЕРГЕТИЧЕСКИХ РЕСУРСОВ,2017-01-01,
1495,test,11174,К ВОПРОСУ ОБ ИСКАЖЕНИЯХ В ВОСПРИНИМАЕМОЙ ИНФОРМАЦИИ НА ПРИМЕРЕ ТРЕХУРОВНЕВОЙ МОДЕЛИ ИНФОРМАЦИОННЫХ ВОЗДЕЙСТВИЙ,2017-01-01,
3160,test,11173,Block design of tracking system under unmatched disturbances via sigmoidal feedbacks,2017-01-01,10.1063/1.4972670
3160,test,11172,Tracking problem for electromechanical system under influence of external perturbations,2017-01-01,10.1063/1.4972671
1496,test,11171,Основные концепции построения информационных систем управления финансовыми, логистическими и производственными ресурсами предприятия и их реализация в «1С: Корпорация»,2017-01-01,
3722,test,11170,РЕФЛЕКСИВНЫЙ АНАЛИЗ РИСКОВ ПРИ УПРАВЛЕНИИ НЕМАТЕРИАЛЬНЫМИ АКТИВАМИ,2016-01-01,
1397,test,11165,Моделирование и управление транспортными потоками,2015-01-01,
4161,test,11162,Сценарный анализ развития образовательных структур РГГУ,2017-01-01,
4161,test,11161,Моделирование влияния образования на кризисные явления в регионе,2017-01-01,
4161,test,11160,Использование методов сценарного анализа при коллективном принятии решений в сфере образования,2017-01-01,
2462,test,11155,Глобальная конфронтация, прогрессизм и гедонизм,2016-01-01,
3722,test,11152,Каналы обмена данными в шлюзовом программном интерфейсе для систем верхнего (блочного) уровня АСУ ТП АЭС,2016-01-01,
1156,test,11145,Доверительная область для анализа устойчивости режимов электросети,2015-01-01,
3162,test,11143,Fragility of the semidefinite relaxation for the optimal power flow problem,2016-01-01,10.1109/ICSEE.2016.7806097
3189,test,11136,Closed Queueing Network Including Multi-Servers: Fluid Limit, Its Equilibrium and Time Convergence,2016-01-01,
2993,test,11134,ASYMPTOTICS FOR QUEUEING NETWORKS WITH MULTI-SERVERS,2016-01-01,
3139,test,11125,Quadratic Transformations with Applications to Power Systems,2015-01-01,
3139,test,11124,NEW APPROACH TO VOLTAGE STABILITY,2015-01-01,
906,test,11121,Кривошеев О.И. Энергопрогноз по возобновляемым источникам и последствия для России.,2016-01-01,
906,test,11120,Лог-периодические режимы с обострением.,2016-01-01,
906,test,11119,Модель шумового равновесия при малых возмущениях внешнего спроса,2017-01-01,
1501,test,11118,Возможность ввода мощностей по ветрогенерации в России,2015-01-01,
1501,test,11117,Динамика дефляторов в экономике России.,2015-01-01,
1501,test,11116,Влияние темпов ослабления рубля на скорость роста.,2015-01-01,
3722,test,11115,ВЫБОР И РЕАЛИЗАЦИЯ ИНТЕРФЕЙСА САЙТА ДЛЯ ИНЖЕНЕРНОГО СЕРВИСА,2016-01-01,
1432,test,11111,Приближенный метод построения оптимального управления информационной сети,2014-01-01,
3163,test,11110,Development of a Railway System of Siberia,2015-01-01,
2452,test,10628,Задачи импортозамещения институтов экономической политики в России в условиях нарастания внешних угроз,2017-01-01,
2254,test,11087,Создание баз знаний и баз данных по управлению сложными морскими динамическими объектами на основе современных технологий имитационного моделирования,2017-01-01,
2254,test,11086,Современные технологии построения сетевых компьютерных тренажеров для обучения операторов управления морскими подвижными объектами,2017-01-01,
2263,test,11085,Коалиционная манипулируемость порядковых правил принятия решений,2013-01-01,
2263,test,11084,Манипулируемость правил коллективного выбора в Impartial Anonymous Culture,2015-01-01,
2263,test,11083,Быстрый алгоритм оценки манипулируемости правил коллективного выбора,2017-01-01,
2263,test,11082,Построение эффективной модели машинного обучения для предсказания торнадо,2017-01-01,
2024,test,11079,Влияние колебаний жизненного цикла на повышение уровня конкурентоспособности туруслуг,2016-01-01,
2024,test,11078,Механизм управления сферы туризма,2016-01-01,
2024,test,11074,Влияние трансформационных процессов в социально-экономической системе на инновационное развитие,2016-01-01,
3722,test,11067,Оценка качества эконометрических моделей построенных на основе квазистатистических эмпирических данных,2016-01-01,
3722,test,11066,Модель передаточных функций для анализа временных рядов,2016-01-01,
2738,test,11065,Модель стратегического планирования производственных этапов на примере энергетических систем,2016-01-01,
3722,test,11060,Прогнозирование временных рядов с помощью стохастических  и детерминированных динамических моделей управления с учетом передаточных функций,2016-01-01,
1512,test,11059,Развитие технологий биоэнергоресурсов как фактора обеспечивающего энергетическую безопасность на предприятиях АПК,2016-01-01,
1513,test,11053,Распределение ресурсов в системе с использованием линейной логики,2016-01-01,
1513,test,11051,ТВОРЧЕСКИЙ ПОДХОД В РАЗРАБОТКЕ ПРОГРАММНЫХ СИСТЕМ,2016-01-01,
3722,test,11049,Направления развития смешанных робототехнических группировок крупномасштабных систем,2016-01-01,
3722,test,10481,Тенденции развития систем электронного документооборота в распределенных крупномасштабных системах,2017-01-01,
1760,test,11047,Интеграция субъектов регионального рынка,2016-01-01,
1760,test,11046,Формирование и развитие территориальной системы региона,2016-01-01,
3165,test,11045,Resonant interaction of suprathermal ions with lightninggenerated ion cyclotron waves,2016-01-01,
1503,test,11044,Пневматический акселерометр с частотным выходом,2016-01-01,
1517,test,11042,О многоаспектном моделировании биоинспирированной нейросети на основании идей А.Н.Радченко: введение,2017-01-01,
3722,test,10467,ОЦЕНКА РИСКОВ ИСПОЛЬЗОВАНИЯ "ОБЛАЧНЫХ" ТЕХНОЛОГИЙ ПРИ СОЗДАНИИ ИНФОРМАЦИОННЫХ СИСТЕМ,2017-01-01,
1518,test,11028,Оценка эффективности организации Сборочного дома ЭКБ в условиях импортозамещения,2016-01-01,
1520,test,11025,Особенности надежностного проектирования программно-технических систем космических аппаратов,2016-01-01,
2263,test,11022,Сравнительный анализ механизмов распределения ресурсов на основе экспериментов в форме деловых игр,2017-01-01,
4405,test,11020,Инновационный путь развития Украины: барьеры и стимулы,2014-01-01,
1522,test,11019,Региональная дифференциация: источники, механизмы и социально-экономические последствия,2014-01-01,
2738,test,11018,Методы оценки инновационного потенциала предприятий космической отрасли,2015-01-01,
2438,test,11017,Факторный функциональный анализ динамики расходов на науку в Российской Федерации,2015-01-01,
2452,test,11016,Прогнозирование темпов инфляции в российской экономике на основе анализа динамики объема денежной массы,2015-01-01,
2452,test,11015,Проблемы внедрения механизмов ГЧП в сфере космического мониторинга чрезвычайных ситуаций,2016-01-01,
2452,test,11014,Модели развития инновационно-промышленных регионов России,2014-01-01,
1523,test,11008,Современное состояние теории бизнес-процессов,2017-01-01,
1523,test,11007,Алгоритм поиска решений задач непрерывного календарного планирования,2017-01-01,
1517,test,11006,Модель прогноза технического состояния космического аппарата на основе искусственных модульных нейросетей,2017-01-01,
2377,test,11003,К оценке функционального состояния объектов РКТ в условиях различного качества измерительной информации,2016-01-01,
3722,test,10998,Управление долгосрочным развитием региона: инвестиции, человеческий потенциал, институциональная структура,2016-01-01,
2738,test,10995,АНАЛИЗ ИНВЕСТИЦИОННЫХ СТРАТЕГИЙ НЕФТЯНЫХ КОМПАНИЙ В СОВРЕМЕННЫХ УСЛОВИЯХ,2017-01-01,
1524,test,10991,Оценка тематики научного текста на основе онтологического описания предметной области, практика применения,2017-01-01,
1525,test,10990,Управление интегрированных пространственных образований,2017-01-01,
1525,test,10989,Социально-экономические аспекты регионального развития сферы туризма,2017-01-01,
1528,test,10966,Пространственное развитие регионального туристического рынка,2017-01-01,
3155,test,10976,Криосфера Земли и биологическое разнообразие,2016-01-01,
3166,test,10975,The results of 5- year experiment of methane production from frozen soils,2015-01-01,
3166,test,10974,Viruses in ancient ice wedges in the Central Yakutia, Siberia,2015-01-01,
1526,test,10971,Создание «Университетов здоровья» как одна из управленческих задач государственного уровня в рамках структуры современного образования,2017-01-01,
1527,test,10970,О возможности «риск-ориентированного подхода» в здравоохранной деятельности государства,2017-01-01,
1529,test,10959,Государственное управление и развитие регионов России,2017-01-01,
1529,test,10958,Обзор сценарного исследования прикладных моделей социального развития,2017-01-01,
1529,test,10955,Региональная безопасность: анализ проблем управления обеспечением социальной стабильности на базе сценарного подхода,2017-01-01,
1529,test,10954,Социальное управление: принципы и механизмы исследования,2017-01-01,
1529,test,10945,Процедуры целеобразования в организационно-экономических системах,2017-01-01,
1531,test,10939,Определение многообразия бактериальных форм повторно-жильных льдов Мамонтовой горы,2012-01-01,
1530,test,10938,Движение микроорганизмов в талых и мерзлых горных породах,2013-01-01,
1533,test,10937,Бактериофаги в образцах древнего жильного льда Мамонтовой горы,2014-01-01,
1534,test,10936,Отбор образцов для микробиологических исследований и изучение геологии района Мамонтовой горы (Центральная Якутия),2014-01-01,
3167,test,10934,Detection of microorganisms in ancient ice wedges in the Central Yakutia (Russia),2015-01-01,
3612,test,10849,Adaptive systems with an identifier: An application of control randomization for linear plants with large signal-to-noise ratio,2017-01-01,10.1109/SIBCON.2017.7998575
3722,test,10926,К ВОПРОСУ РЕАЛИЗАЦИИ ЗАДАЧИ РАСЧЕТА ТЕХНИКО-ЭКОНОМИЧЕСКИХ ПОКАЗАТЕЛЕЙ ДЛЯ АЭС,2016-01-01,
1537,test,10924,Локальная управляемость и оптимальность.,2017-01-01,
1538,test,10922,МЕТОДИКА РАНЖИРОВАНИЯ И СРАВНИТЕЛЬНАЯ ОЦЕНКА ФИЛИАЛОВ РАСПРЕДЕЛЕННОЙ КОРПОРАТИВНОЙ СИСТЕМЫ,2017-01-01,
1538,test,10920,БЕЗОПАСНОСТЬ И ОЦЕНКА ЭКОНОМИЧЕСКОЙ ЦЕЛЕСООБРАЗНОСТИ ИСПОЛЬЗОВАНИЯ «ОБЛАЧНЫХ» ТЕХНОЛОГИЙ В КОРПОРАТИВНЫХ ИНФОРМАЦИОННЫХ СИСТЕМАХ,2017-01-01,
1544,test,10884,Архитектура банковских информационных систем,2017-01-01,
3168,test,10919,Extremes in Random Graphs Models of Complex Networks,2017-01-01,
2026,test,10918,Информационные технологии оценки влияния негативных факторов внешней среды на безопасность  искусственных сред обитания человека,2017-01-01,
1540,test,10916,Модельные аналогии и дифференциальные инварианты.,2017-01-01,
3722,test,10904,Региональные системы: моделирование кризисных явлений и уязвимость,2015-01-01,
3956,test,10903,Power in Network Structures,2016-01-01,10.1007/978-3-319-56829-4_7
3956,test,10902,Network Analysis of International Migration,2017-01-01,10.1007/978-3-319-56829-4_13
1542,test,10888,Оценка социально-экономического потенциала устойчивого развития,2017-01-01,
1543,test,10886,Влияние пространственной организации страны на социально-экономическое развитие,2017-01-01,
1543,test,10885,Развитие стратегий и сценариев пространственного развития,2017-01-01,
3995,test,10879,Optimization of fuzzy PID controller’s parameters,2017-01-01,10.1016/j.procs.2017.01.086
1545,test,10876,Письменная форма жестов и её применение для национальных жестовых языков,2017-01-01,
4445,test,10875,Participation factors and sub-Gramians in the selective modal analysis of electric power systems,2017-01-01,
4445,test,10872,Analysis of Clusters in Network Graphs for Personalized Web Search,2017-01-01,
3170,test,10869,A Mathematical Approach to Conflict Resolution in the Arctic Region,2017-01-01,10.1109/CYBConf.2017.7985747
3958,test,10868,Analytical Reservation of Aircraft Measuring Systems via Disturbances and State Observers,2017-01-01,
3958,test,10867,Disturbance Rejection in the Tracking Problem for Robot-Manipulators,2017-01-01,
3171,test,10863,On convergence rate of distribution of non-discrete backward renewal processes,2017-01-01,
1546,test,10859,Некоторые аспекты проектирования системы распознавания речи в управлении роботом-манипулятором механосборочных операций,2017-01-01,
3649,test,10857,On Stochastic Gain of Linear Systems with Nonzero Initial Condition,2017-01-01,
4445,test,10856,Robust anisotropy-based control of linear discrete-time descriptor systems with norm-bounded uncertainties,2017-01-01,10.1016/j.ifacol.2017.08.2112
4445,test,10855,On LMI Approach to Robust State-Feedback H∞ Control for Discrete-Time Descriptor Systems with Uncertainties in All Matrices,2017-01-01,10.1016/j.ifacol.2017.08.2114
